_id,PART_NUM,PART_DESC,ACC_FLOW_YN,CATG_CD,TAG_CD,PART_PARENT_CATG,PART_WEB_CATG,EFF_FROM_DATE,MODEL_CD_LIST[0],MODEL_CD_LIST[1],MODEL_VARIANT[0],MODEL_VARIANT[1],MODEL_VARIANT[2],MODEL_VARIANT[3],MODEL_VARIANT[4],MODEL_YEAR_RANGE_LIST[0],MODEL_YEAR_RANGE_LIST[1],MODEL_YEAR_RANGE_LIST[2],MODEL_YEAR_RANGE_LIST[3],MODEL_VARIANT_YEAR_RANGE_LIST[0],MODEL_VARIANT_YEAR_RANGE_LIST[1],MODEL_VARIANT_YEAR_RANGE_LIST[2],MODEL_VARIANT_YEAR_RANGE_LIST[3],MODEL_VARIANT_YEAR_RANGE_LIST[4],MODEL_VARIANT_YEAR_RANGE_LIST[5],MODEL_VARIANT_YEAR_RANGE_LIST[6],MODEL_VARIANT_YEAR_RANGE_LIST[7],MODEL_VARIANT_YEAR_RANGE_LIST[8],MODEL_VARIANT_YEAR_RANGE_LIST[9],MODEL_VARIANT_YEAR_RANGE_LIST[10],SEARCH_TXT,ACTIVE,ORDER,CREATED_DATE,MODIFIED_DATE,CREATED_TIMESTAMP,MODIFIED_TIMESTAMP,PRICE,STAGING_APPROVED,PRODUCTION_APPROVED,NO_SHOW,FTDL_CODE,DISCOUNT_PERCENTAGE,CATG_TYPE,_class,ACC_SUBCATG_CD
690a372f6caffe3d82a85046,990J0M71US3-050,"Dual Black Liner Finish Seat Cover  | Victoris (L,V,Z,Z(O))",Y,AA,1,INT,SCRSAB,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_L,VICTORIS_Z,VICTORIS_V,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_L,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_V,,,,,,,,,"990J0M71US3-050 SAB SEAT COVER DESIGN 1 COLOUR 2 NO DUAL BLACK LINER FINISH SEAT COVER  | VICTORIS (L,V,Z,Z(O)) VICTORIS ",true,5,2025-11-04T17:26:02.881Z,2025-11-04T17:36:13.069Z,1762277162881,1762277773069,8472.00,true,true,false,SHOW,0,SCRSAB,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,SABPU
690a372f6caffe3d82a8506d,990J0M71US3-030,"Upscale Greige Finish Seat Cover  | Victoris (L,V,Z,Z(O))",Y,AA,1,INT,SCRSAB,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_Z,VICTORIS_V,VICTORIS_L,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_V,VICTORIS_2025-9999_L,,,,,,,,,"990J0M71US3-030 SAB SEAT COVER DESIGN 3 COLOUR 1 NO UPSCALE GREIGE FINISH SEAT COVER  | VICTORIS (L,V,Z,Z(O)) VICTORIS ",true,5,2025-11-04T17:26:02.881Z,2025-11-04T17:36:13.069Z,1762277162881,1762277773069,9025.00,true,true,false,SHOW,0,SCRSAB,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,SABPU
690a372f6caffe3d82a84f46,990J0M71US3-010,"Dual Silver Liner Finish Seat Cover | Victoris (L,V,Z,Z(O))",Y,AA,1,INT,SCRSAB,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_Z,VICTORIS_L,VICTORIS_V,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_L,VICTORIS_2025-9999_V,,,,,,,,,"990J0M71US3-010 SAB SEAT COVER DESIGN 1 COLOUR 1 NO DUAL SILVER LINER FINISH SEAT COVER | VICTORIS (L,V,Z,Z(O)) VICTORIS ",true,5,2025-11-04T17:26:02.881Z,2025-11-04T17:36:13.069Z,1762277162881,1762277773069,8472.00,true,true,false,SHOW,0,SCRSAB,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,SABPU
690a372f6caffe3d82a8502e,990J0M71US3-060,"Black Urbanoutlook Highlight Seat Cover | Victoris (L,V,Z,Z(O))",Y,AA,1,INT,SCRSAB,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_V,VICTORIS_Z,VICTORIS_L,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_V,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_L,,,,,,,,,"990J0M71US3-060 SAB SEAT COVER DESIGN 2 COLOUR 2 NO BLACK URBANOUTLOOK HIGHLIGHT SEAT COVER | VICTORIS (L,V,Z,Z(O)) VICTORIS ",true,5,2025-11-04T17:26:02.881Z,2025-11-04T17:36:13.069Z,1762277162881,1762277773069,8932.50,true,true,false,SHOW,0,SCRSAB,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,SABPU
690a372f6caffe3d82a85012,990J0M71US3-070,"Upscale Copper Finish Seat Cover | Victoris (L,V,Z,Z(O))",Y,AA,1,INT,SCRSAB,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_V,VICTORIS_Z,VICTORIS_L,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_V,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_L,,,,,,,,,"990J0M71US3-070 SAB SEAT COVER DESIGN 3 COLOUR 2 NO UPSCALE COPPER FINISH SEAT COVER | VICTORIS (L,V,Z,Z(O)) VICTORIS ",true,5,2025-11-04T17:26:02.881Z,2025-11-04T17:36:13.069Z,1762277162881,1762277773069,9025.00,true,true,false,SHOW,0,SCRSAB,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,SABPU
690a372f6caffe3d82a84ded,71903M71U20,"Front Grille Garnish - Dark Chrome Finish | Victoris (Z,Z+)",Y,AA,1,LIF,GAR,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_Z,VICTORIS_Z+,,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_Z+,,,,,,,,,,"71903M71U20 FRONT GRILLE GARNISH CHROME FRONT GRILLE GARNISH - DARK CHROME FINISH | VICTORIS (Z,Z+) VICTORIS ",true,8,2025-11-04T17:26:02.880Z,2025-11-04T17:36:13.068Z,1762277162880,1762277773068,728.00,true,true,false,SHOW,0,GAR,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,EGAR
690a372f6caffe3d82a84dc9,71903M71U00,"Front Grille Garnish - Silver Painted Finish | Victoris (Z,Z+)",Y,AA,1,LIF,GAR,2025-04-23T00:00:00.000Z,VICTORIS,,VICTORIS_Z,VICTORIS_Z+,,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_Z+,,,,,,,,,,"71903M71U00 FRONT GRILLE GARNISH PAINT SILVER FRONT GRILLE GARNISH - SILVER PAINTED FINISH | VICTORIS (Z,Z+) VICTORIS ",true,8,2025-11-04T17:26:02.880Z,2025-11-04T17:36:13.068Z,1762277162880,1762277773068,543.50,true,true,false,SHOW,0,GAR,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,EGAR
690a36b66caffe3d82a82968,990J0M71U11-020,Floor Ambient Light (L) | Victoris,Y,AA,1,LIF,LGHT,2023-08-31T00:00:00.000Z,VICTORIS,,VICTORIS_L,,,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_L,,,,,,,,,,,990J0M71U11-020 FOOTWELL LAMP KIT FLOOR AMBIENT LIGHT (L) | VICTORIS VICTORIS ,true,9999,2025-11-04T17:23:57.985Z,2025-11-04T17:27:53.278Z,1762277037985,1762277273278,950.00,true,true,false,SHOW,0,LGHT,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,INL
690a36b66caffe3d82a82833,990J0M71U26-040,Copper Door Sill Guard Ambient Light 2 Door | Victoris (Hybrid),Y,AA,1,INT,DSG,2023-08-08T00:00:00.000Z,VICTORIS,,VICTORIS_Z+,VICTORIS_V,VICTORIS_Z,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_Z+,VICTORIS_2025-9999_V,VICTORIS_2025-9999_Z,,,,,,,,,990J0M71U26-040 DOOR SILL GUARD AMBIENT LIGHT 2 DOO COPPER DOOR SILL GUARD AMBIENT LIGHT 2 DOOR | VICTORIS (HYBRID) VICTORIS Z+ ,true,9,2025-11-04T17:23:57.985Z,2025-11-04T17:27:53.274Z,1762277037985,1762277273274,6443.50,true,true,false,SHOW,0,DSG,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,DSGLI
690a36b66caffe3d82a82844,990J0M71U26-030,Copper Door Sill Guard Ambient Light 4 Door  | Victoris (Hybrid),Y,AA,1,INT,DSG,2023-08-08T00:00:00.000Z,VICTORIS,,VICTORIS_V,VICTORIS_Z,VICTORIS_Z+,,,VICTORIS_2025-9999,,,,VICTORIS_2025-9999_V,VICTORIS_2025-9999_Z,VICTORIS_2025-9999_Z+,,,,,,,,,990J0M71U26-030 DOOR SILL GUARD AMBIENT LIGHT 4 DOO COPPER DOOR SILL GUARD AMBIENT LIGHT 4 DOOR  | VICTORIS (HYBRID) VICTORIS Z Z+ ,true,9,2025-11-04T17:23:57.985Z,2025-11-04T17:27:53.274Z,1762277037985,1762277273274,8287.50,true,true,false,SHOW,0,DSG,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,DSGLI
690a36936caffe3d82a81669,990J0M76TSF-010,Sun Control Roof Film CR-70 | GRAND VITARA,Y,AA,1,INT,SUN,2023-03-10T00:00:00.000Z,VICTORIS,GRAND VITARA,VICTORIS_Z+,VICTORIS_Z,GRAND VITARA_ZETA+,GRAND VITARA_ALPHA+,GRAND VITARA_ALPHA,VICTORIS_2025-9999,GRAND VITARA_2022-9999,GRAND VITARA_2010-9999,GRAND VITARA_2022-2025,VICTORIS_2025-9999_Z+,VICTORIS_2025-9999_Z,GRAND VITARA_2022-9999_ZETA+,GRAND VITARA_2022-9999_ALPHA+,GRAND VITARA_2022-9999_ALPHA,GRAND VITARA_2010-9999_ZETA+,GRAND VITARA_2010-9999_ALPHA,GRAND VITARA_2010-9999_ALPHA+,GRAND VITARA_2022-2025_ALPHA+,GRAND VITARA_2022-2025_ALPHA,GRAND VITARA_2022-2025_ZETA+,990J0M76TSF-010 SUNROOF FILM CR70 SUN CONTROL ROOF FILM CR-70 | GRAND VITARA VICTORIS Z+ ZETA+ ALPHA+ ,true,9999,2025-11-04T17:23:24.274Z,2025-11-04T17:23:48.446Z,1762277004274,1762277028446,5100.00,true,false,false,SHOW,0,SUN,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,
690a36936caffe3d82a816ce,990J0M76TSF-030,Sun Control Roof Film CR-20 | GRAND VITARA,Y,AA,1,INT,SUN,2023-03-10T00:00:00.000Z,VICTORIS,GRAND VITARA,VICTORIS_Z+,VICTORIS_Z,GRAND VITARA_ALPHA+,GRAND VITARA_ALPHA,GRAND VITARA_ZETA+,VICTORIS_2025-9999,GRAND VITARA_2022-9999,GRAND VITARA_2010-9999,GRAND VITARA_2022-2025,VICTORIS_2025-9999_Z+,VICTORIS_2025-9999_Z,GRAND VITARA_2022-9999_ALPHA+,GRAND VITARA_2022-9999_ALPHA,GRAND VITARA_2022-9999_ZETA+,GRAND VITARA_2010-9999_ZETA+,GRAND VITARA_2010-9999_ALPHA,GRAND VITARA_2010-9999_ALPHA+,GRAND VITARA_2022-2025_ALPHA+,GRAND VITARA_2022-2025_ALPHA,GRAND VITARA_2022-2025_ZETA+,990J0M76TSF-030 SUNROOF FILM CR20 SUN CONTROL ROOF FILM CR-20 | GRAND VITARA VICTORIS Z+ ALPHA+ ZETA+ ,true,9999,2025-11-04T17:23:24.274Z,2025-11-04T17:23:48.446Z,1762277004274,1762277028446,6490.00,true,true,false,SHOW,0,SUN,com.marutisuzuki.partmaster.domain.models.PartSearchDoc,
