_id,EPC_MOD_CD,EPC_MOD_DESC,MOD_START_DATE,CREATED_DATE,MODIFIED_DATE,STAGING_APPROVED,PRODUCTION_APPROVED,ACTIVE_FLAG,dbCreatedTime,_class
68ed01d11975805017518fda,Y17,VICTORIS,2025-08-20T00:00:00.000Z,2025-10-04T00:30:22.770Z,2025-10-13T13:46:21.890Z,true,true,Y,2025-10-04T00:30:22.770Z,com.marutisuzuki.partmaster.domain.models.PmEpcModelMasterMsgpDoc
